Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Typology,,Value,CV (%)
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,COOS,7,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"5,428",
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,COOS,7,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,9,
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,COOS,7,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"6,326",
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,COOS,7,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,41,
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,COOS,7,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"4,555",
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,COOS,7,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,36,
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,COOS,7,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"15,787",
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,COOS,7,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,105,
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,COOS,7,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"6,334",
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,COOS,7,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,52,
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,COOS,7,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS, (D),
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,COOS,7,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,2,
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,GRAFTON,9,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, (EXCL FAMILY FARMS) - ACRES OPERATED,"22,141",
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,GRAFTON,9,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, (EXCL FAMILY FARMS) - NUMBER OF OPERATIONS,24,
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,GRAFTON,9,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"6,781",
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,GRAFTON,9,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,11,
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,GRAFTON,9,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"6,108",
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,GRAFTON,9,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,19,
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,GRAFTON,9,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"13,978",
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,GRAFTON,9,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,94,
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,GRAFTON,9,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"11,889",
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,GRAFTON,9,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,85,
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,GRAFTON,9,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"17,451",
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,GRAFTON,9,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,199,
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,GRAFTON,9,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"15,880",
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,GRAFTON,9,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,111,
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,GRAFTON,9,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"5,736",
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,GRAFTON,9,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,9,
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,HILLSBOROUGH,11,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, (EXCL FAMILY FARMS) - ACRES OPERATED,"3,338",
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,HILLSBOROUGH,11,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, (EXCL FAMILY FARMS) - NUMBER OF OPERATIONS,29,
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,HILLSBOROUGH,11,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"1,529",
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,HILLSBOROUGH,11,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,10,
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,HILLSBOROUGH,11,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,589,
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,HILLSBOROUGH,11,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,10,
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,HILLSBOROUGH,11,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"7,974",
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,HILLSBOROUGH,11,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,107,
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,HILLSBOROUGH,11,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"4,720",
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,HILLSBOROUGH,11,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,123,
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,HILLSBOROUGH,11,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"16,732",
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,HILLSBOROUGH,11,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,205,
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,HILLSBOROUGH,11,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"13,762",
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,HILLSBOROUGH,11,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,126,
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,HILLSBOROUGH,11,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"1,594",
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,HILLSBOROUGH,11,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,5,
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,MERRIMACK,13,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, (EXCL FAMILY FARMS) - ACRES OPERATED,"8,133",
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,MERRIMACK,13,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, (EXCL FAMILY FARMS) - NUMBER OF OPERATIONS,21,
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,MERRIMACK,13,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"2,931",
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,MERRIMACK,13,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,11,
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,MERRIMACK,13,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"1,773",
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,MERRIMACK,13,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,15,
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,MERRIMACK,13,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"11,196",
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,MERRIMACK,13,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,101,
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,MERRIMACK,13,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"8,260",
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,MERRIMACK,13,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,117,
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,MERRIMACK,13,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"16,100",
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,MERRIMACK,13,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,204,
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,MERRIMACK,13,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"12,290",
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,MERRIMACK,13,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,102,
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,MERRIMACK,13,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"3,959",
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,MERRIMACK,13,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,12,
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,ROCKINGHAM,15,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, (EXCL FAMILY FARMS) - ACRES OPERATED,"3,379",
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,ROCKINGHAM,15,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, (EXCL FAMILY FARMS) - NUMBER OF OPERATIONS,36,
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,ROCKINGHAM,15,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,886,
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,ROCKINGHAM,15,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,8,
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,ROCKINGHAM,15,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"1,190",
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,ROCKINGHAM,15,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,14,
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,ROCKINGHAM,15,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"6,107",
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,ROCKINGHAM,15,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,124,
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,ROCKINGHAM,15,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"3,371",
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,ROCKINGHAM,15,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,88,
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,ROCKINGHAM,15,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"8,675",
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,ROCKINGHAM,15,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,211,
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,ROCKINGHAM,15,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"7,551",
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,ROCKINGHAM,15,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,104,
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,ROCKINGHAM,15,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"2,411",
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,ROCKINGHAM,15,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,9,
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,STRAFFORD,17,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, (EXCL FAMILY FARMS) - ACRES OPERATED,"6,563",
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,STRAFFORD,17,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, (EXCL FAMILY FARMS) - NUMBER OF OPERATIONS,27,
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,STRAFFORD,17,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,287,
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,STRAFFORD,17,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,3,
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,STRAFFORD,17,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS, (D),
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,STRAFFORD,17,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,2,
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,STRAFFORD,17,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"2,776",
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,STRAFFORD,17,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,37,
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,STRAFFORD,17,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"4,893",
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,STRAFFORD,17,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,62,
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,STRAFFORD,17,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"5,715",
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,STRAFFORD,17,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,111,
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,STRAFFORD,17,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"5,288",
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,STRAFFORD,17,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,59,
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,STRAFFORD,17,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS, (D),
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,STRAFFORD,17,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,2,
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,SULLIVAN,19,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, (EXCL FAMILY FARMS) - ACRES OPERATED,"1,662",
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,SULLIVAN,19,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, (EXCL FAMILY FARMS) - NUMBER OF OPERATIONS,10,
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,SULLIVAN,19,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"2,441",
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,SULLIVAN,19,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,6,
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,SULLIVAN,19,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"3,204",
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,SULLIVAN,19,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,8,
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,SULLIVAN,19,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"7,704",
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,SULLIVAN,19,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,41,
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,SULLIVAN,19,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"3,019",
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,SULLIVAN,19,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,47,
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,SULLIVAN,19,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"11,765",
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,SULLIVAN,19,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,122,
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,SULLIVAN,19,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"7,937",
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,SULLIVAN,19,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,54,
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,SULLIVAN,19,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"5,467",
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,SULLIVAN,19,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,6,
CENSUS,2007,YEAR,,COUNTY,RHODE ISLAND,44,ALL COUNTIES,10,BRISTOL,1,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, (EXCL FAMILY FARMS) - ACRES OPERATED, (D),
CENSUS,2007,YEAR,,COUNTY,RHODE ISLAND,44,ALL COUNTIES,10,BRISTOL,1,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, (EXCL FAMILY FARMS) - NUMBER OF OPERATIONS,7,
CENSUS,2007,YEAR,,COUNTY,RHODE ISLAND,44,ALL COUNTIES,10,BRISTOL,1,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS, (D),
CENSUS,2007,YEAR,,COUNTY,RHODE ISLAND,44,ALL COUNTIES,10,BRISTOL,1,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,1,
CENSUS,2007,YEAR,,COUNTY,RHODE ISLAND,44,ALL COUNTIES,10,BRISTOL,1,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,124,
CENSUS,2007,YEAR,,COUNTY,RHODE ISLAND,44,ALL COUNTIES,10,BRISTOL,1,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,8,
CENSUS,2007,YEAR,,COUNTY,RHODE ISLAND,44,ALL COUNTIES,10,BRISTOL,1,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,30,
CENSUS,2007,YEAR,,COUNTY,RHODE ISLAND,44,ALL COUNTIES,10,BRISTOL,1,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,3,
CENSUS,2007,YEAR,,COUNTY,RHODE ISLAND,44,ALL COUNTIES,10,BRISTOL,1,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,695,
CENSUS,2007,YEAR,,COUNTY,RHODE ISLAND,44,ALL COUNTIES,10,BRISTOL,1,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,18,
CENSUS,2007,YEAR,,COUNTY,RHODE ISLAND,44,ALL COUNTIES,10,BRISTOL,1,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,285,
CENSUS,2007,YEAR,,COUNTY,RHODE ISLAND,44,ALL COUNTIES,10,BRISTOL,1,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,13,
CENSUS,2007,YEAR,,COUNTY,RHODE ISLAND,44,ALL COUNTIES,10,BRISTOL,1,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS, (D),
CENSUS,2007,YEAR,,COUNTY,RHODE ISLAND,44,ALL COUNTIES,10,BRISTOL,1,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,1,
CENSUS,2007,YEAR,,COUNTY,RHODE ISLAND,44,ALL COUNTIES,10,KENT,3,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, (EXCL FAMILY FARMS) - ACRES OPERATED, (D),
CENSUS,2007,YEAR,,COUNTY,RHODE ISLAND,44,ALL COUNTIES,10,KENT,3,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, (EXCL FAMILY FARMS) - NUMBER OF OPERATIONS,19,
CENSUS,2007,YEAR,,COUNTY,RHODE ISLAND,44,ALL COUNTIES,10,KENT,3,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS, (D),
CENSUS,2007,YEAR,,COUNTY,RHODE ISLAND,44,ALL COUNTIES,10,KENT,3,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,2,
